2022-07-13T14:26:22
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061612.3730837 7001289F:103:C9WFLANXX:4:1204:17023:39831/1	R1	+	-	-	-	0.981308	-
ERR2061612.3730838 7001289F:103:C9WFLANXX:3:2215:15914:11172/2	R2	-	-	+	-	-	0.345455
ERR2061612.3730839 7001289F:103:C9WFLANXX:3:2115:5469:86273/2	R2	-	-	+	-	-	0.345455
ERR2061612.3730840 7001289F:103:C9WFLANXX:3:2204:20161:33332/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730841 7001289F:103:C9WFLANXX:3:1112:18839:3059/1	R1	+	-	-	-	0.345455	-
ERR2061612.3730842 7001289F:103:C9WFLANXX:3:1112:12888:13267/2	R2	-	-	+	-	-	0.413043
ERR2061612.3730843 7001289F:103:C9WFLANXX:4:2316:16558:80816/2	R2	-	-	+	-	-	0.000000
ERR2061612.3730844 7001289F:103:C9WFLANXX:4:2210:16141:84407/2	R2	-	-	+	-	-	0.387755
ERR2061612.3730845 7001289F:103:C9WFLANXX:4:2103:6552:5805/1	R1	+	-	-	-	0.438776	-
ERR2061612.3730846 7001289F:103:C9WFLANXX:4:2106:18324:15698/2	R2	-	-	+	-	-	0.302752
ERR2061612.3730847 7001289F:103:C9WFLANXX:4:2112:7458:99177/2	R2	-	-	+	-	-	0.345455
ERR2061612.3730848 7001289F:103:C9WFLANXX:4:1302:9643:88313/2	R2	-	-	+	-	-	0.340206
ERR2061612.3730849 7001289F:103:C9WFLANXX:4:1302:13874:93008/1	R1	+	-	-	-	0.101852	-
ERR2061612.3730850 7001289F:103:C9WFLANXX:4:1301:13565:94352/2	R2	-	-	+	-	-	0.345455
ERR2061612.3730851 7001289F:103:C9WFLANXX:4:1203:18389:11119/1	R1	+	-	-	-	0.302752	-
ERR2061612.3730852 7001289F:103:C9WFLANXX:4:1312:10949:61804/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730853 7001289F:103:C9WFLANXX:4:1114:6504:66721/2	R2	-	-	+	-	-	0.000000
ERR2061612.3730854 7001289F:103:C9WFLANXX:4:1212:16005:35465/1	R1	+	-	-	-	0.302752	-
ERR2061612.3730855 7001289F:103:C9WFLANXX:4:1204:1268:10852/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730856 7001289F:103:C9WFLANXX:3:2212:12945:86624/2	R2	-	-	-	+	-	0.000000
ERR2061612.3730857 7001289F:103:C9WFLANXX:3:2301:7044:90407/2	R2	-	-	+	-	-	0.767442
ERR2061612.3730858 7001289F:103:C9WFLANXX:3:1207:9766:25160/1	R1	+	-	-	-	0.837838	-
ERR2061612.3730859 7001289F:103:C9WFLANXX:4:2108:19055:47326/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730860 7001289F:103:C9WFLANXX:4:1103:18028:62224/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730861 7001289F:103:C9WFLANXX:4:2214:3877:23038/2	R2	-	-	+	-	-	0.961538
ERR2061612.3730862 7001289F:103:C9WFLANXX:4:1315:10450:42408/2	R2	-	-	+	-	-	0.680000
ERR2061612.3730863 7001289F:103:C9WFLANXX:3:1312:16860:19301/1	R1	+	-	-	-	0.961538	-
ERR2061612.3730864 7001289F:103:C9WFLANXX:3:2101:11017:68760/2	R2	-	-	+	-	-	0.000000
ERR2061612.3730865 7001289F:103:C9WFLANXX:3:1208:11961:68237/1	R1	-	+	+	-	0.000000	0.302752
ERR2061612.3730866 7001289F:103:C9WFLANXX:4:1208:8836:20048/1	R1	-	+	+	-	0.000000	0.678571
ERR2061612.3730868 7001289F:103:C9WFLANXX:4:2111:3179:21360/2	R2	-	-	+	-	-	0.107843
ERR2061612.3730869 7001289F:103:C9WFLANXX:3:2213:2635:47751/1	R1	+	-	-	-	0.558824	-
ERR2061612.3730870 7001289F:103:C9WFLANXX:4:2306:14885:15480/2	R2	-	-	+	-	-	0.000000
ERR2061612.3730871 7001289F:103:C9WFLANXX:3:1113:9731:40491/1	R1	-	+	+	-	0.000000	0.457944
ERR2061612.3730872 7001289F:103:C9WFLANXX:4:1201:14416:20375/1	R1	-	+	+	-	0.000000	0.446429
ERR2061612.3730873 7001289F:103:C9WFLANXX:3:1103:3856:4567/1	R1	-	+	+	-	0.064516	0.417722
ERR2061612.3730874 7001289F:103:C9WFLANXX:3:2207:18422:68405/1	R1	-	+	+	-	0.000000	0.760000
ERR2061612.3730875 7001289F:103:C9WFLANXX:3:2101:1661:21362/1	R1	-	+	-	-	0.000000	-
ERR2061612.3730876 7001289F:103:C9WFLANXX:3:1212:5471:7794/2	R2	-	-	+	-	-	0.000000
ERR2061612.3730877 7001289F:103:C9WFLANXX:4:1207:2857:90727/2	R2	-	-	+	-	-	0.536364
ERR2061612.3730878 7001289F:103:C9WFLANXX:4:1208:12035:91139/1	R1	-	+	+	-	0.000000	0.446429
ERR2061612.3730879 7001289F:103:C9WFLANXX:4:2114:9159:91308/1	R1	-	+	+	-	0.000000	0.302752
ERR2061612.3730880 7001289F:103:C9WFLANXX:4:2116:7739:76983/1	R1	-	+	+	-	0.000000	0.513514
ERR2061612.3730882 7001289F:103:C9WFLANXX:3:2102:12372:48839/1	R1	+	-	-	+	0.345455	0.000000
ERR2061612.3730883 7001289F:103:C9WFLANXX:4:1109:3106:19245/1	R1	+	-	-	-	0.513514	-
ERR2061612.3730884 7001289F:103:C9WFLANXX:4:2315:2441:77971/1	R1	+	-	-	+	0.302752	0.095652
ERR2061612.3730885 7001289F:103:C9WFLANXX:4:2110:16655:73960/1	R1	-	+	+	-	0.103448	0.046296
ERR2061612.3730886 7001289F:103:C9WFLANXX:3:1114:6128:40139/1	R1	+	-	-	-	0.574468	-
ERR2061612.3730887 7001289F:103:C9WFLANXX:3:1201:2242:42778/1	R1	-	+	+	-	0.047619	0.345455
ERR2061612.3730888 7001289F:103:C9WFLANXX:3:2213:11450:62978/1	R1	+	-	-	-	0.492537	-
ERR2061612.3730891 7001289F:103:C9WFLANXX:4:2313:17702:80051/1	R1	+	-	-	-	0.475000	-
ERR2061612.3730892 7001289F:103:C9WFLANXX:3:2112:10685:39646/1	R1	+	-	-	+	0.000000	0.000000
ERR2061612.3730893 7001289F:103:C9WFLANXX:3:1215:10182:71446/1	R1	-	+	+	-	0.000000	0.345455
ERR2061612.3730894 7001289F:103:C9WFLANXX:3:1203:19847:66454/1	R1	-	+	+	-	0.034483	0.320388
ERR2061612.3730895 7001289F:103:C9WFLANXX:4:1107:3239:97444/1	R1	+	-	-	+	0.760563	0.611570
ERR2061612.3730896 7001289F:103:C9WFLANXX:3:1209:14837:53161/1	R1	-	+	+	-	0.226087	0.891892
ERR2061612.3730897 7001289F:103:C9WFLANXX:3:2212:13977:84585/2	R2	-	-	+	-	-	0.485149
ERR2061612.3730899 7001289F:103:C9WFLANXX:3:2313:4852:56276/1	R1	-	+	+	-	0.109091	0.340206
ERR2061612.3730901 7001289F:103:C9WFLANXX:4:1103:6568:29438/1	R1	-	+	+	-	0.000000	0.000000
ERR2061612.3730902 7001289F:103:C9WFLANXX:3:1106:14075:4611/1	R1	+	-	-	+	0.714286	0.218182
ERR2061612.3730903 7001289F:103:C9WFLANXX:3:2212:9264:99953/1	R1	-	+	-	-	0.000000	-
ERR2061612.3730904 7001289F:103:C9WFLANXX:4:2105:9133:46502/1	R1	+	-	-	+	0.000000	0.000000
ERR2061612.3730905 7001289F:103:C9WFLANXX:4:1209:6477:76225/1	R1	-	+	+	-	0.071429	0.609756
ERR2061612.3730906 7001289F:103:C9WFLANXX:4:1102:6128:60887/2	R2	-	-	-	+	-	0.000000
ERR2061612.3730907 7001289F:103:C9WFLANXX:3:1302:5754:21390/1	R1	-	+	+	-	0.120000	0.000000
ERR2061612.3730908 7001289F:103:C9WFLANXX:3:2215:8240:57319/1	R1	-	+	+	-	0.000000	0.000000
ERR2061612.3730910 7001289F:103:C9WFLANXX:3:1305:18460:95686/1	R1	+	-	-	+	0.657895	0.000000
ERR2061612.3730911 7001289F:103:C9WFLANXX:4:2106:17967:50586/1	R1	+	-	-	+	0.000000	0.000000
ERR2061612.3730912 7001289F:103:C9WFLANXX:4:1316:20145:33632/1	R1	+	-	-	+	0.673469	0.000000
ERR2061612.3730913 7001289F:103:C9WFLANXX:4:1110:1748:62107/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730918 7001289F:103:C9WFLANXX:4:1314:4788:65435/2	R2	-	-	-	+	-	0.000000
ERR2061612.3730919 7001289F:103:C9WFLANXX:3:1210:8850:9336/1	R1	-	+	-	-	0.000000	-
ERR2061612.3730920 7001289F:103:C9WFLANXX:3:1205:19635:12622/2	R2	-	-	-	+	-	0.000000
ERR2061612.3730921 7001289F:103:C9WFLANXX:4:1115:2959:16535/1	R1	-	+	-	-	0.166667	-
ERR2061612.3730923 7001289F:103:C9WFLANXX:4:1210:13953:91487/1	R1	-	+	-	-	0.222222	-
ERR2061612.3730924 7001289F:103:C9WFLANXX:3:2213:12031:27023/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730925 7001289F:103:C9WFLANXX:3:2212:7473:6225/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730926 7001289F:103:C9WFLANXX:4:2206:10158:73770/2	R2	-	-	+	-	-	0.000000
ERR2061612.3730927 7001289F:103:C9WFLANXX:4:1113:10862:14679/1	R1	+	-	-	-	0.302752	-
ERR2061612.3730929 7001289F:103:C9WFLANXX:3:2113:16631:23034/2	R2	-	-	+	-	-	0.485149
ERR2061612.3730930 7001289F:103:C9WFLANXX:4:2301:1724:69186/1	R1	+	-	-	-	0.504673	-
ERR2061612.3730931 7001289F:103:C9WFLANXX:3:2305:7942:40124/2	R2	-	-	+	-	-	0.862069
ERR2061612.3730932 7001289F:103:C9WFLANXX:3:2103:12101:20496/1	R1	+	-	-	-	0.413043	-
ERR2061612.3730933 7001289F:103:C9WFLANXX:4:1302:19652:78284/2	R2	-	-	+	-	-	0.760000
ERR2061612.3730934 7001289F:103:C9WFLANXX:4:1216:6526:83726/2	R2	-	-	+	-	-	0.320388
ERR2061612.3730935 7001289F:103:C9WFLANXX:3:1312:13426:8437/2	R2	-	-	+	-	-	0.924528
ERR2061612.3730936 7001289F:103:C9WFLANXX:3:1101:15198:57624/2	R2	-	-	+	-	-	0.446429
ERR2061612.3730937 7001289F:103:C9WFLANXX:3:1213:16893:3845/1	R1	+	-	-	-	0.446429	-
ERR2061612.3730938 7001289F:103:C9WFLANXX:4:2207:10302:29233/2	R2	-	-	+	-	-	0.446429
ERR2061612.3730939 7001289F:103:C9WFLANXX:4:1105:1726:92178/2	R2	-	-	+	-	-	0.446429
ERR2061612.3730940 7001289F:103:C9WFLANXX:3:1203:20034:16703/1	R1	-	+	+	-	0.246032	0.446429
ERR2061612.3730941 7001289F:103:C9WFLANXX:3:2110:17526:74083/1	R1	+	-	-	-	0.345455	-
ERR2061612.3730942 7001289F:103:C9WFLANXX:3:2116:4696:11703/1	R1	+	-	-	-	0.387755	-
ERR2061612.3730943 7001289F:103:C9WFLANXX:3:2104:17409:21879/2	R2	-	-	+	-	-	0.678571
ERR2061612.3730944 7001289F:103:C9WFLANXX:4:2314:10538:90769/1	R1	+	-	-	-	0.345455	-
ERR2061612.3730945 7001289F:103:C9WFLANXX:4:1109:14709:81000/1	R1	+	-	-	-	0.345455	-
ERR2061612.3730947 7001289F:103:C9WFLANXX:4:1212:3331:2259/2	R2	-	-	+	-	-	0.345455
ERR2061612.3730948 7001289F:103:C9WFLANXX:4:1101:14701:13377/1	R1	+	-	-	-	0.513514	-
ERR2061612.3730949 7001289F:103:C9WFLANXX:3:1103:15383:11668/2	R2	-	-	+	-	-	0.339450
ERR2061612.3730950 7001289F:103:C9WFLANXX:3:1101:18492:87574/2	R2	-	-	+	-	-	0.302752
ERR2061612.3730951 7001289F:103:C9WFLANXX:3:2108:19303:5906/2	R2	-	-	+	-	-	0.302752
ERR2061612.3730952 7001289F:103:C9WFLANXX:3:1111:1792:77246/2	R2	-	-	+	-	-	0.320388
ERR2061612.3730953 7001289F:103:C9WFLANXX:3:1212:17759:87343/2	R2	-	-	+	-	-	0.302752
ERR2061612.3730954 7001289F:103:C9WFLANXX:4:1111:10294:2480/1	R1	+	-	-	-	0.522936	-
ERR2061612.3730955 7001289F:103:C9WFLANXX:3:1210:16370:54533/1	R1	+	-	-	+	0.302752	0.000000
ERR2061612.3730956 7001289F:103:C9WFLANXX:4:1104:1961:46820/1	R1	-	+	+	-	0.045977	0.302752
ERR2061612.3730957 7001289F:103:C9WFLANXX:3:2215:11636:28725/2	R2	-	-	+	-	-	0.000000
ERR2061612.3730958 7001289F:103:C9WFLANXX:3:2206:17987:58817/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730959 7001289F:103:C9WFLANXX:3:2213:7241:99119/2	R2	-	-	+	-	-	0.000000
ERR2061612.3730960 7001289F:103:C9WFLANXX:4:2311:18298:29531/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730961 7001289F:103:C9WFLANXX:4:2308:13557:17642/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730962 7001289F:103:C9WFLANXX:4:2206:7811:91907/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730963 7001289F:103:C9WFLANXX:4:2216:12493:46443/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730964 7001289F:103:C9WFLANXX:4:2101:16003:84438/2	R2	-	-	+	-	-	0.000000
ERR2061612.3730965 7001289F:103:C9WFLANXX:4:1313:11953:34768/2	R2	-	-	+	-	-	0.064815
ERR2061612.3730966 7001289F:103:C9WFLANXX:4:1202:11807:37155/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730967 7001289F:103:C9WFLANXX:4:1116:9703:34861/2	R2	-	-	+	-	-	0.000000
ERR2061612.3730968 7001289F:103:C9WFLANXX:4:1105:4375:52981/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730969 7001289F:103:C9WFLANXX:3:1212:4186:86618/1	R1	-	+	+	-	0.000000	0.000000
ERR2061612.3730970 7001289F:103:C9WFLANXX:4:1314:6384:100822/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730971 7001289F:103:C9WFLANXX:3:1102:15673:39712/1	R1	+	-	-	-	0.924528	-
ERR2061612.3730972 7001289F:103:C9WFLANXX:3:1107:16928:78489/1	R1	+	-	-	-	0.457944	-
ERR2061612.3730973 7001289F:103:C9WFLANXX:4:2315:20654:53108/2	R2	-	-	+	-	-	0.457944
ERR2061612.3730974 7001289F:103:C9WFLANXX:4:2207:17734:58276/2	R2	-	-	+	-	-	0.962963
ERR2061612.3730975 7001289F:103:C9WFLANXX:4:2105:8072:37614/2	R2	-	-	+	-	-	0.433628
ERR2061612.3730976 7001289F:103:C9WFLANXX:4:2104:15843:72083/1	R1	+	-	-	-	0.433628	-
ERR2061612.3730977 7001289F:103:C9WFLANXX:4:1213:2120:31232/1	R1	+	-	-	-	0.457944	-
ERR2061612.3730978 7001289F:103:C9WFLANXX:4:1213:4162:85115/2	R2	-	-	+	-	-	0.433628
ERR2061612.3730980 7001289F:103:C9WFLANXX:3:1103:19273:83369/2	R2	-	-	+	-	-	0.302752
ERR2061612.3730981 7001289F:103:C9WFLANXX:3:2116:2348:82519/1	R1	+	-	-	+	0.645455	0.181818
ERR2061612.3730982 7001289F:103:C9WFLANXX:3:1116:2937:47271/1	R1	-	+	+	-	0.000000	0.457944
ERR2061612.3730983 7001289F:103:C9WFLANXX:3:2216:3378:99174/2	R2	-	-	+	-	-	0.446429
ERR2061612.3730984 7001289F:103:C9WFLANXX:3:2116:4341:100174/2	R2	-	-	+	-	-	0.446429
ERR2061612.3730985 7001289F:103:C9WFLANXX:3:2105:7087:46716/2	R2	-	-	+	-	-	0.446429
ERR2061612.3730986 7001289F:103:C9WFLANXX:3:1315:4025:89705/2	R2	-	-	+	-	-	0.961538
ERR2061612.3730987 7001289F:103:C9WFLANXX:3:1214:11889:4747/2	R2	-	-	+	-	-	0.471698
ERR2061612.3730988 7001289F:103:C9WFLANXX:4:2214:5357:29257/1	R1	+	-	-	-	0.446429	-
ERR2061612.3730989 7001289F:103:C9WFLANXX:4:1303:15142:74884/1	R1	+	-	-	-	0.446429	-
ERR2061612.3730990 7001289F:103:C9WFLANXX:4:2108:3431:17837/1	R1	+	-	-	-	0.679245	-
ERR2061612.3730991 7001289F:103:C9WFLANXX:3:2310:16329:80199/1	R1	+	-	-	+	0.000000	0.000000
ERR2061612.3730992 7001289F:103:C9WFLANXX:3:1106:19645:13600/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730993 7001289F:103:C9WFLANXX:4:1315:10618:65668/1	R1	-	+	-	-	0.194444	-
ERR2061612.3730994 7001289F:103:C9WFLANXX:3:2109:11192:25131/1	R1	+	-	-	-	0.513514	-
ERR2061612.3730995 7001289F:103:C9WFLANXX:3:2304:5129:81990/1	R1	+	-	-	-	0.000000	-
ERR2061612.3730996 7001289F:103:C9WFLANXX:3:2307:16701:66924/1	R1	+	-	-	+	0.759259	0.000000
ERR2061612.3730997 7001289F:103:C9WFLANXX:4:1102:11962:85872/1	R1	-	+	+	-	0.000000	0.000000
ERR2061612.3730998 7001289F:103:C9WFLANXX:3:1216:4076:50037/1	R1	-	+	+	-	0.000000	0.863636
ERR2061612.3731000 7001289F:103:C9WFLANXX:4:1206:5795:91962/2	R2	-	-	+	-	-	0.000000
ERR2061612.3731001 7001289F:103:C9WFLANXX:4:2201:15844:55710/1	R1	+	-	-	-	0.000000	-
ERR2061612.3731002 7001289F:103:C9WFLANXX:4:1302:3049:2706/1	R1	+	-	-	-	0.000000	-
ERR2061612.3731003 7001289F:103:C9WFLANXX:4:1314:2492:6164/1	R1	-	+	-	-	0.320000	-
ERR2061612.3731004 7001289F:103:C9WFLANXX:3:1305:14049:96918/1	R1	-	+	+	-	0.204918	0.550000
ERR2061612.3731005 7001289F:103:C9WFLANXX:4:2111:7777:92847/1	R1	+	-	-	+	0.513514	0.045977
ERR2061612.3731006 7001289F:103:C9WFLANXX:3:2110:2041:97418/1	R1	+	-	-	-	0.000000	-
ERR2061612.3731007 7001289F:103:C9WFLANXX:3:1112:2613:25565/2	R2	-	-	+	-	-	0.636364
ERR2061612.3731008 7001289F:103:C9WFLANXX:4:2115:19627:38057/1	R1	-	+	-	-	0.145833	-
ERR2061612.3731009 7001289F:103:C9WFLANXX:3:1216:15434:33148/2	R2	-	-	+	-	-	0.568182
ERR2061612.3731011 7001289F:103:C9WFLANXX:3:2306:13145:65824/1	R1	-	+	+	-	0.000000	0.446429
ERR2061612.3731012 7001289F:103:C9WFLANXX:4:1204:6191:93239/2	R2	-	-	+	-	-	0.863636
ERR2061612.3731013 7001289F:103:C9WFLANXX:3:1110:13234:66817/1	R1	+	-	-	+	0.526786	0.117647
ERR2061612.3731014 7001289F:103:C9WFLANXX:3:1112:2084:47200/1	R1	+	-	-	+	0.714286	0.000000
ERR2061612.3731015 7001289F:103:C9WFLANXX:4:1106:20640:36406/2	R2	-	-	+	-	-	0.000000
ERR2061612.3731016 7001289F:103:C9WFLANXX:3:1108:11976:39273/1	R1	-	+	-	-	0.000000	-
ERR2061612.3731017 7001289F:103:C9WFLANXX:3:1116:9173:76736/2	R2	-	-	+	-	-	0.862069
ERR2061612.3731019 7001289F:103:C9WFLANXX:4:1210:12469:58654/1	R1	-	+	-	-	0.074380	-
ERR2061612.5248527 7001289F:103:C9WFLANXX:4:1304:16537:60027/1	R1	+	-	-	-	0.000000	-
ERR2061612.5508397 7001289F:103:C9WFLANXX:3:2302:5870:97364/1	R1	+	-	-	-	0.302752	-
ERR2061612.7347111 7001289F:103:C9WFLANXX:4:1212:7813:18950/1	R1	+	-	-	-	0.568182	-
ERR2061612.7508469 7001289F:103:C9WFLANXX:3:2108:11191:35503/1	R1	+	-	-	-	0.302752	-
ERR2061612.7865061 7001289F:103:C9WFLANXX:3:2303:14598:30650/1	R1	+	-	-	-	0.365385	-
ERR2061612.7865062 7001289F:103:C9WFLANXX:3:2215:21267:40230/2	R2	-	-	+	-	-	0.000000
ERR2061612.7865063 7001289F:103:C9WFLANXX:3:1209:9052:38711/1	R1	+	-	-	-	0.368932	-
ERR2061612.7865064 7001289F:103:C9WFLANXX:3:1204:9336:28825/2	R2	-	-	+	-	-	0.841121
ERR2061612.7865065 7001289F:103:C9WFLANXX:4:2309:16982:25959/2	R2	-	-	+	-	-	0.000000
ERR2061612.7865066 7001289F:103:C9WFLANXX:3:1103:3707:41957/1	R1	+	-	-	-	0.504673	-
ERR2061612.7865067 7001289F:103:C9WFLANXX:3:2112:19493:30219/1	R1	+	-	-	-	0.000000	-
ERR2061612.7865068 7001289F:103:C9WFLANXX:3:1113:19283:19364/1	R1	+	-	-	-	0.457944	-
ERR2061612.7865069 7001289F:103:C9WFLANXX:4:2303:15039:41367/2	R2	-	-	+	-	-	0.000000
ERR2061612.7865071 7001289F:103:C9WFLANXX:4:2301:20164:79756/1	R1	+	-	-	-	0.961538	-
ERR2061612.7865072 7001289F:103:C9WFLANXX:3:2201:14551:54813/2	R2	-	-	+	-	-	0.345455
ERR2061612.7865073 7001289F:103:C9WFLANXX:3:1308:17951:26338/2	R2	-	-	+	-	-	0.471698
